0,0,1,1,270.828,794.098,309.037,834.066,235.925,770.142,371.546,1101.029
1,0,1,1,308.304,302.982,330.837,326.823,285.748,291.418,370.556,493.414
2,0,1,1,307.919,241.003,328.645,262.841,286.849,230.501,365.794,416.410
3,0,1,1,739.951,231.693,759.968,253.491,719.708,220.830,786.893,408.145
4,0,1,1,814.375,246.562,835.021,268.946,793.722,235.410,861.430,427.627
5,0,1,1,900.739,405.852,926.483,433.889,876.425,392.142,956.344,628.416
6,0,1,1,693.431,1028.397,736.904,1075.620,656.185,994.592,791.581,1387.335
7,0,1,1,1653.546,620.442,1686.481,655.497,1607.143,601.733,1717.096,892.799
8,0,1,1,1666.107,923.010,1710.000,968.739,1615.588,890.117,1748.101,1277.631
9,0,1,1,1832.710,183.865,1855.236,205.682,1790.455,174.285,1877.452,359.453
10,0,1,1,1676.228,122.099,1694.725,141.486,1645.396,113.399,1713.707,277.873
11,0,1,1,1480.852,36.148,1495.792,52.491,1459.905,28.546,1511.704,167.011
12,0,1,1,1379.436,17.869,1393.611,33.448,1361.498,10.463,1408.828,142.648
13,0,1,1,907.025,82.458,922.774,99.486,890.294,73.968,942.941,220.703
0,1,1,1,262.917,797.690,301.365,837.794,227.836,773.515,364.169,1105.703
1,1,1,1,303.184,305.095,325.810,329.003,280.550,293.501,365.812,496.026
2,1,1,1,312.721,240.620,333.408,262.444,291.684,230.117,370.360,415.928
3,1,1,1,742.844,228.984,762.786,250.691,722.663,218.163,789.575,404.753
4,1,1,1,817.543,245.045,838.149,267.379,796.925,233.917,864.463,425.739
5,1,1,1,897.216,407.562,923.007,435.656,872.864,393.820,952.999,630.515
6,1,1,1,698.799,1022.932,742.125,1069.968,661.658,989.585,796.532,1380.162
7,1,1,1,1652.940,623.067,1685.953,658.207,1606.468,604.285,1716.626,896.037
8,1,1,1,1669.839,927.859,1714.013,973.812,1619.383,894.518,1752.304,1284.405
9,1,1,1,1835.162,183.211,1857.723,205.025,1792.740,173.642,1879.959,358.774
10,1,1,1,1675.872,122.174,1694.368,141.561,1645.057,113.472,1713.349,277.954
11,1,1,1,1482.234,35.550,1497.161,51.879,1461.258,27.957,1513.066,166.298
12,1,1,1,1383.511,15.815,1397.634,31.342,1365.526,8.437,1412.814,140.150
13,1,1,1,908.851,80.868,924.553,97.847,892.158,72.402,944.655,218.703
0,2,1,1,254.996,803.051,293.754,843.355,219.689,778.575,356.894,1112.622
1,2,1,1,297.906,308.422,320.663,332.438,275.164,296.776,361.008,500.147
2,2,1,1,317.689,239.354,338.312,261.136,296.707,228.865,375.028,414.350
3,2,1,1,745.655,226.386,765.525,248.006,725.534,215.606,792.183,401.500
4,2,1,1,821.013,244.223,841.602,266.531,800.413,233.106,867.840,424.730
5,2,1,1,893.505,409.776,919.357,437.944,869.103,395.993,949.501,633.237
6,2,1,1,704.310,1016.306,747.457,1063.121,667.298,983.493,801.562,1371.530
7,2,1,1,1653.023,625.146,1686.102,660.354,1606.478,606.304,1716.827,898.610
8,2,1,1,1673.938,933.475,1718.437,979.691,1623.571,899.610,1756.947,1292.268
9,2,1,1,1837.832,182.407,1860.430,204.215,1795.228,172.851,1882.688,357.923
10,2,1,1,1675.838,122.214,1694.335,141.603,1645.024,113.512,1713.316,278.002
11,2,1,1,1483.549,34.894,1498.462,51.208,1462.547,27.310,1514.357,165.512
12,2,1,1,1387.646,13.869,1401.720,29.347,1369.609,6.518,1416.866,137.790
13,2,1,1,910.775,79.563,926.440,96.502,894.114,71.117,946.484,217.065
0,3,1,1,247.314,809.465,286.424,850.008,211.754,784.634,349.911,1120.891
1,3,1,1,292.671,311.514,315.552,335.630,269.825,299.821,356.232,503.977
2,3,1,1,322.357,237.379,342.898,259.097,301.445,226.916,379.363,411.892
3,3,1,1,748.313,224.349,768.127,245.901,728.239,213.601,794.677,398.953
4,3,1,1,824.481,243.658,845.059,265.949,803.893,232.549,871.230,424.045
5,3,1,1,889.515,412.830,915.454,441.100,865.044,398.989,945.780,636.998
6,3,1,1,709.730,1008.519,752.665,1055.078,672.870,976.308,806.444,1361.461
7,3,1,1,1653.750,626.903,1686.894,662.169,1607.124,608.007,1717.670,900.795
8,3,1,1,1677.779,940.213,1722.648,986.740,1627.542,905.727,1761.401,1301.663
9,3,1,1,1840.608,182.045,1863.259,203.862,1797.801,172.497,1885.553,357.617
10,3,1,1,1676.125,122.297,1694.626,141.689,1645.294,113.594,1713.612,278.113
11,3,1,1,1484.916,35.173,1499.841,51.498,1463.866,27.586,1515.748,165.884
12,3,1,1,1391.476,11.823,1405.498,27.249,1373.395,4.500,1420.607,135.303
13,3,1,1,912.681,78.399,928.313,95.304,896.048,69.972,948.304,215.606
0,4,1,1,239.824,816.804,279.325,857.622,203.985,791.566,343.163,1130.359
1,4,1,1,286.749,314.687,309.762,338.905,263.791,302.945,350.810,507.905
2,4,1,1,327.093,235.121,347.544,256.765,306.257,224.688,383.746,409.082
3,4,1,1,750.928,223.342,770.718,244.862,730.876,212.609,797.197,397.707
4,4,1,1,828.109,243.080,848.677,265.355,807.533,231.979,874.778,423.346
5,4,1,1,885.633,416.316,911.672,444.703,861.083,402.410,942.192,641.293
6,4,1,1,714.956,1001.440,757.700,1047.770,678.235,969.761,811.160,1352.353
7,4,1,1,1654.785,628.998,1688.008,664.334,1608.058,610.037,1718.847,903.404
8,4,1,1,1681.611,947.842,1726.897,994.723,1631.548,912.644,1765.914,1312.316
9,4,1,1,1843.330,181.939,1866.041,203.770,1800.317,172.393,1888.375,357.619
10,4,1,1,1676.459,121.450,1694.940,140.820,1645.631,112.760,1713.910,277.084
11,4,1,1,1486.337,35.373,1501.272,51.708,1465.239,27.784,1517.189,166.160
12,4,1,1,1395.267,9.549,1409.230,24.916,1377.145,2.257,1424.298,132.534
13,4,1,1,914.783,77.526,930.390,94.405,898.170,69.112,950.335,214.514
0,5,1,1,232.641,824.810,272.565,865.930,196.509,799.121,336.743,1140.704
1,5,1,1,280.210,316.778,303.330,341.064,257.163,305.007,344.726,510.493
2,5,1,1,331.033,232.295,351.381,253.847,310.282,221.903,387.329,405.566
3,5,1,1,753.280,222.957,773.064,244.466,733.235,212.228,799.498,397.243
4,5,1,1,831.649,242.249,852.198,264.498,811.092,231.161,878.223,422.326
5,5,1,1,881.446,420.164,907.595,448.681,856.808,406.187,938.328,646.034
6,5,1,1,719.989,995.118,762.565,1041.246,683.392,963.902,815.716,1344.252
7,5,1,1,1656.325,631.996,1689.662,667.433,1609.451,612.941,1720.591,907.141
8,5,1,1,1685.833,955.694,1731.562,1002.950,1635.974,919.738,1770.859,1323.369
9,5,1,1,1845.861,182.148,1868.639,204.000,1802.649,172.600,1891.018,357.996
10,5,1,1,1676.946,119.906,1695.388,139.235,1646.129,111.241,1714.329,275.205
11,5,1,1,1488.024,35.140,1502.958,51.473,1466.880,27.555,1518.877,165.906
12,5,1,1,1398.951,7.651,1412.867,22.971,1380.783,0.385,1427.902,130.234
13,5,1,1,917.043,76.719,932.628,93.575,900.449,68.318,952.527,213.507
0,6,1,1,225.748,832.791,266.098,874.218,189.322,806.642,330.591,1151.057
1,6,1,1,274.181,318.739,297.403,343.088,251.050,306.941,339.125,512.921
2,6,1,1,334.685,229.429,354.932,250.888,314.019,219.079,390.636,402.001
3,6,1,1,756.146,222.941,775.935,244.452,736.098,212.211,802.331,397.250
4,6,1,1,835.569,241.254,856.096,263.472,815.034,230.180,882.033,421.101
5,6,1,1,877.273,424.073,903.534,452.721,852.547,410.024,934.482,650.847
6,6,1,1,724.741,990.071,767.184,1036.039,688.242,959.218,820.054,1337.801
7,6,1,1,1657.540,636.145,1691.025,671.719,1610.494,616.962,1722.069,912.299
9,6,1,1,1847.970,181.829,1870.788,203.687,1804.602,172.287,1893.194,357.712
10,6,1,1,1677.297,117.797,1695.682,137.069,1646.512,109.164,1714.580,272.629
11,6,1,1,1489.679,34.946,1504.613,51.277,1468.488,27.365,1520.534,165.699
12,6,1,1,1402.821,5.636,1416.686,20.905,1384.604,-1.604,1431.687,127.794
13,6,1,1,919.271,76.259,934.844,93.101,902.688,67.864,954.708,212.937
0,7,1,1,219.446,840.325,260.203,882.046,182.742,813.729,324.971,1160.865
1,7,1,1,267.904,320.204,291.216,344.601,244.697,308.388,333.257,514.736
2,7,1,1,338.340,226.646,358.489,248.015,317.757,216.336,393.953,398.538
3,7,1,1,759.007,222.775,778.799,244.282,738.961,212.045,805.150,397.067
4,7,1,1,839.277,239.255,859.750,261.406,818.789,228.213,885.571,418.604
5,7,1,1,872.617,427.312,898.968,456.067,847.817,413.206,930.125,654.826
6,7,1,1,729.301,985.405,771.623,1031.225,692.893,954.881,824.220,1331.855
7,7,1,1,1658.508,641.052,1692.163,676.789,1611.275,621.718,1723.339,918.394
9,7,1,1,1849.577,181.426,1872.422,203.282,1806.095,171.890,1894.844,357.301
10,7,1,1,1677.386,115.464,1695.706,134.674,1646.651,106.868,1714.554,269.771
